Opportunity ID,Sales Rep ID,Sales Rep Name,Region,Country,Contact Name,Customer Name,Cust ID,Opp Initiation Date,Opp Close Date,Opportunity Status,Opportunity Stage
OPP-60348,SR-2058,Jacob Garcia,Asia-Pacific,Brazil,Ruben Frye,"Blair, Carey and Henderson",CUST-10322,2025-06-13,2025-08-25,Won,Closed Won
OPP-60349,SR-2004,Molly Irwin,Middle East,UK,Tiffany Sandoval,Allen-Miller,CUST-10486,2025-01-02,2025-03-25,On Hold,Negotiation
OPP-60350,SR-2094,Laurie Campbell,Asia-Pacific,Brazil,Amy Peters,Ross LLC,CUST-10935,2025-04-23,2025-02-18,Open,Proposal
OPP-60351,SR-2088,Joshua Woods,Latin America,UK,Mary Nunez,Thomas Group,CUST-10278,2025-06-18,2025-08-27,Won,Qualification
OPP-60352,SR-2064,Ralph Todd,Europe,Germany,Richard Medina,Rush LLC,CUST-10237,2025-05-08,2025-04-23,Open,Qualification
OPP-60353,SR-2057,Roy Scott,Middle East,Germany,Mark Stewart,Hernandez PLC,CUST-10451,2025-08-24,2025-07-28,Lost,Negotiation
OPP-60354,SR-2066,Ashley Hernandez,Asia-Pacific,India,Charles King,Wolf Group,CUST-10737,2025-02-26,2025-02-20,Open,Qualification
OPP-60355,SR-2016,Sara Johnson,North America,Germany,Jennifer Greene,Edwards-Stanley,CUST-10141,2025-05-05,2025-01-21,Won,Closed Won
OPP-60356,SR-2001,Brian Garcia,Europe,USA,Brandon Sutton,Bryant Group,CUST-10691,2025-04-30,2025-07-05,Negotiation,Closed Won
OPP-60357,SR-2084,Mary Brown,Middle East,Germany,Christopher Harris,Martinez LLC,CUST-10478,2025-06-16,2025-03-29,On Hold,Prospecting
OPP-60358,SR-2080,Michelle Orr,Middle East,Brazil,Julia Taylor,Allen Ltd,CUST-10946,2025-04-02,2025-07-20,Open,Proposal
OPP-60359,SR-2068,Brian Wyatt,Latin America,Germany,Julie Bowman,Barrera-Moody,CUST-10190,2025-07-01,2025-07-04,Won,Qualification
OPP-60360,SR-2098,Samuel Sanchez,Middle East,Australia,Teresa Sanchez,"Ryan, Murphy and Williamson",CUST-10613,2025-06-14,2025-06-11,Won,Closed Won
OPP-60361,SR-2069,Latasha Rivers,Asia-Pacific,UAE,John Rojas,Henderson-Wright,CUST-10753,2025-04-30,2025-06-24,On Hold,Negotiation
OPP-60362,SR-2099,Amanda Myers,Asia-Pacific,Australia,Eric Vasquez,Evans-Mora,CUST-10084,2025-08-30,2025-01-11,Lost,Prospecting
OPP-60363,SR-2075,Isaac Cooke,Middle East,UAE,Brett Brooks,Stout PLC,CUST-10079,2025-08-27,2025-07-11,Open,Negotiation
OPP-60364,SR-2040,Kimberly Gallagher,Asia-Pacific,Brazil,Zachary Spears,Bryant Group,CUST-10198,2025-02-19,2025-01-12,Negotiation,Closed Won
OPP-60365,SR-2028,Sandra Jenkins,North America,Australia,Frank Long,Anderson Ltd,CUST-10098,2025-05-30,2025-08-10,Open,Negotiation
OPP-60366,SR-2063,Erica Young,Latin America,UAE,Sharon Cooper,"Anderson, Mcgee and Yang",CUST-10445,2025-07-10,2025-03-22,Open,Prospecting
OPP-60367,SR-2035,Angela Alvarez,Europe,UK,Connor Adams,Schultz-Vargas,CUST-10583,2025-05-06,2025-04-27,Lost,Prospecting
OPP-60368,SR-2088,Jason Chen,Latin America,Germany,Natalie Reynolds,Jacobson PLC,CUST-10922,2025-03-24,2025-06-16,Negotiation,Proposal
OPP-60369,SR-2043,Corey Smith,Europe,UK,Nicole Conrad,Miller-Perez,CUST-10814,2025-06-02,2025-02-26,On Hold,Negotiation
OPP-60370,SR-2085,Jennifer Wolfe,Middle East,USA,Gregory Alexander,"Green, Hudson and Lara",CUST-10213,2025-04-24,2025-05-10,Won,Negotiation
OPP-60371,SR-2099,Larry Simpson,Europe,UK,Brittany Benitez,Deleon Group,CUST-10137,2025-02-19,2025-03-20,Open,Closed Won
OPP-60372,SR-2082,Heather Walker,North America,UK,Rodney Robinson,Gonzalez-Collins,CUST-10099,2025-03-04,2025-01-09,On Hold,Qualification
OPP-60373,SR-2012,Jacob Jones,Middle East,Australia,Holly Palmer,Edwards-Day,CUST-10368,2025-05-14,2025-03-23,Open,Prospecting
OPP-60374,SR-2047,Kim Scott,Europe,Australia,Aaron Jones,Silva and Sons,CUST-10487,2025-04-18,2025-07-09,Negotiation,Proposal
OPP-60375,SR-2086,Carlos Velasquez,Latin America,Brazil,Anna Richard,"Lopez, Cunningham and Wells",CUST-10766,2025-03-17,2025-04-24,Lost,Proposal
OPP-60376,SR-2010,Claudia Lawrence,Asia-Pacific,UAE,Ashley Rodriguez,Phillips Group,CUST-10019,2025-01-18,2025-03-06,Negotiation,Prospecting
OPP-60377,SR-2040,Kristen Hall,Asia-Pacific,UAE,John Roberts,Hernandez PLC,CUST-10186,2025-05-22,2025-07-16,Lost,Negotiation
OPP-60378,SR-2089,Laura Estes,North America,Germany,Sandra Juarez,"Franklin, Rodriguez and Harris",CUST-10575,2025-02-28,2025-07-08,On Hold,Prospecting
OPP-60379,SR-2047,Mark Hughes,Latin America,USA,Eric Sheppard,Walker-Shea,CUST-10749,2025-01-13,2025-01-19,Negotiation,Negotiation
OPP-60380,SR-2014,Frank Miller,Europe,Brazil,Anna Peterson,"Bonilla, Mullins and Lewis",CUST-10831,2025-03-05,2025-03-23,Negotiation,Proposal
OPP-60381,SR-2033,Timothy Lopez,Asia-Pacific,UK,Jonathan Hunter,Price and Sons,CUST-10445,2025-06-18,2025-04-28,Won,Closed Won
OPP-60382,SR-2004,Darryl Jensen,Asia-Pacific,UAE,April Bell,Henderson PLC,CUST-10339,2025-03-07,2025-01-18,On Hold,Prospecting
OPP-60383,SR-2021,Brittney Oliver,Europe,Germany,Deborah Vasquez,"Beasley, Mills and Vazquez",CUST-10803,2025-02-14,2025-01-28,Lost,Qualification
OPP-60384,SR-2058,Melinda Smith,Europe,Germany,Darryl Johnson,Carroll Inc,CUST-10178,2025-04-05,2025-01-30,Won,Proposal
OPP-60385,SR-2049,Kristen Taylor,Latin America,Brazil,Desiree Stewart,Brown-Carroll,CUST-10423,2025-04-14,2025-08-12,On Hold,Negotiation
OPP-60386,SR-2024,Brandi Flores,Asia-Pacific,USA,Jennifer Adams,"Harris, Lewis and Chavez",CUST-10051,2025-01-30,2025-02-14,On Hold,Prospecting
OPP-60387,SR-2031,Tim Johnson,Middle East,Australia,Katherine Sanchez,Bailey Group,CUST-10253,2025-01-21,2025-08-05,On Hold,Proposal
OPP-60388,SR-2009,Sarah Turner,Middle East,India,Robert Horton,"Jones, Martinez and Evans",CUST-10270,2025-05-29,2025-05-16,Lost,Negotiation
OPP-60389,SR-2037,David Jones,Middle East,USA,Mercedes Schultz,"Garcia, Marshall and Gibson",CUST-10736,2025-01-16,2025-08-18,Lost,Qualification
OPP-60390,SR-2053,Lisa Ward,Middle East,Brazil,Sara Reid,"Johns, Moore and Williams",CUST-10711,2025-03-05,2025-05-05,Lost,Negotiation
OPP-60391,SR-2080,Benjamin Merritt,North America,USA,Scott Thomas,Torres Inc,CUST-10934,2025-01-19,2025-04-16,Won,Negotiation
OPP-60392,SR-2080,Sarah Mendez,Middle East,Brazil,Matthew Summers,"Parks, Clark and Schultz",CUST-10302,2025-04-15,2025-03-08,Lost,Qualification
OPP-60393,SR-2076,Joseph Grant MD,Middle East,UAE,Anna Odonnell,Scott-Newman,CUST-10286,2025-04-24,2025-04-09,Open,Proposal
OPP-60394,SR-2066,Nathaniel Tucker,Middle East,UK,Savannah Santiago,Morrison-Miller,CUST-10731,2025-02-08,2025-02-18,Open,Prospecting
OPP-60395,SR-2094,Donna Gardner,North America,Brazil,Abigail Curtis,Simmons Ltd,CUST-10753,2025-07-21,2025-04-03,Lost,Proposal
OPP-60396,SR-2051,Vincent Valentine,Middle East,Australia,Frank Juarez,Douglas Ltd,CUST-10405,2025-04-22,2025-08-18,Lost,Negotiation
OPP-60397,SR-2044,Penny Price,North America,Germany,Melissa Nichols,Myers-Smith,CUST-10936,2025-08-27,2025-06-08,Open,Prospecting
OPP-60398,SR-2046,Ariana Rhodes,Europe,Australia,Tammy Pierce,"Brown, Holmes and Farrell",CUST-10064,2025-02-07,2025-05-17,Negotiation,Qualification
OPP-60399,SR-2098,John Wells,Europe,UK,Judy Hayes,Conner Inc,CUST-10929,2025-02-28,2025-03-26,Won,Negotiation
OPP-60400,SR-2044,Crystal Miller,Europe,Brazil,Mrs. Christine Reeves,Mcdonald-Fernandez,CUST-10399,2025-02-05,2025-06-01,Negotiation,Negotiation
OPP-60401,SR-2036,Erica Bailey,North America,Brazil,Christopher Mcmahon,"Perez, Mccoy and Ramirez",CUST-10600,2025-05-09,2025-06-17,Open,Proposal
OPP-60402,SR-2054,Jacob Mitchell,Middle East,UAE,Richard Ray,"Hernandez, White and Burgess",CUST-10872,2025-06-10,2025-03-20,Negotiation,Qualification
OPP-60403,SR-2001,Marco Murray,Asia-Pacific,Germany,Colin Campos,Chan Ltd,CUST-10866,2025-05-18,2025-03-21,Negotiation,Negotiation
OPP-60404,SR-2072,Barbara Pineda,Middle East,USA,Marcus Berg,Benson Ltd,CUST-10661,2025-08-07,2025-05-27,Lost,Proposal
OPP-60405,SR-2091,Tara Patterson,Europe,UAE,Robert Johnson,Jackson-Sherman,CUST-10988,2025-06-28,2025-07-04,Open,Prospecting
OPP-60406,SR-2066,Shannon Hunt,Middle East,USA,Richard Gonzalez,Duncan Inc,CUST-10214,2025-06-30,2025-07-11,Negotiation,Proposal
OPP-60407,SR-2033,Kayla Allen,Middle East,Germany,Matthew Williams,"Spears, Decker and Chavez",CUST-10425,2025-07-26,2025-06-15,On Hold,Negotiation
OPP-60408,SR-2076,Kelly Knox,Middle East,Brazil,Steven Mendez,Hendrix Ltd,CUST-10248,2025-01-09,2025-07-31,Lost,Proposal
OPP-60409,SR-2003,Cassandra Warner,Europe,USA,Laura Banks,"Cortez, Kramer and Graham",CUST-10804,2025-05-06,2025-08-17,Won,Negotiation
OPP-60410,SR-2013,Patricia Jimenez,Middle East,India,Anthony Liu,"Watkins, Ray and Myers",CUST-10306,2025-05-24,2025-06-17,Won,Proposal
OPP-60411,SR-2038,James Kelley,Middle East,UK,Lisa Reed DDS,"Campbell, Clark and Reese",CUST-10681,2025-02-13,2025-06-10,Won,Proposal
OPP-60412,SR-2056,Charles Campbell,Latin America,Australia,Randall Stewart,Schultz-Vargas,CUST-10743,2025-05-15,2025-01-06,On Hold,Closed Won
OPP-60413,SR-2059,Rebecca Bishop,Latin America,UK,Dr. Amanda Fritz,Adkins PLC,CUST-10156,2025-01-14,2025-03-11,Won,Negotiation
OPP-60414,SR-2036,Robert Smith,Middle East,India,Sarah Anderson,Durham-Cantu,CUST-10378,2025-03-30,2025-01-16,Negotiation,Negotiation
OPP-60415,SR-2069,Michael Douglas,Middle East,Germany,Allen Vega,"Mccann, Becker and Franklin",CUST-10479,2025-03-10,2025-02-22,Negotiation,Prospecting
OPP-60416,SR-2009,Dawn Walker,Latin America,USA,Thomas Fuller,Thompson-Johnson,CUST-10036,2025-06-10,2025-02-14,Lost,Qualification
OPP-60417,SR-2065,Christopher Grant,Latin America,UK,Heather Thomas,Osborn Inc,CUST-10819,2025-06-24,2025-05-04,Open,Proposal
OPP-60418,SR-2054,Alexander Reyes,Middle East,India,Cynthia Jackson,Haney Inc,CUST-10370,2025-02-04,2025-03-30,On Hold,Prospecting
OPP-60419,SR-2039,Larry Martin,Middle East,USA,Renee Moody,"Jimenez, Rubio and Jimenez",CUST-10244,2025-03-05,2025-06-29,Negotiation,Qualification
OPP-60420,SR-2051,William Lowery,North America,Australia,Samuel Ball,Mcdaniel-Moore,CUST-10547,2025-07-15,2025-03-29,Lost,Prospecting
OPP-60421,SR-2009,Kayla Warren,North America,Brazil,Janice Brewer,Williamson and Sons,CUST-10461,2025-01-08,2025-01-05,Lost,Negotiation
OPP-60422,SR-2027,Mark Simpson,Latin America,UK,Stephanie Nguyen,Romero Ltd,CUST-10145,2025-08-16,2025-04-01,Lost,Proposal
OPP-60423,SR-2042,Mallory Harmon,North America,Australia,Thomas Garcia,"Conner, Stone and Lynch",CUST-10743,2025-03-26,2025-06-14,Open,Proposal
OPP-60424,SR-2025,Ashley Johnson,Europe,India,Michael Bowman Jr.,Chung-Harrington,CUST-10505,2025-04-15,2025-06-28,Won,Closed Won
OPP-60425,SR-2079,Mrs. Crystal Stanley,Middle East,India,Holly Anderson,Haney Inc,CUST-10577,2025-07-30,2025-06-01,Open,Proposal
OPP-60426,SR-2052,Beth Mueller,Latin America,Germany,Clinton Wilson,Rogers and Sons,CUST-10017,2025-08-07,2025-08-04,Negotiation,Closed Won
OPP-60427,SR-2065,Brooke Scott,Asia-Pacific,Brazil,Kayla Rhodes,Wright-Randolph,CUST-10654,2025-05-25,2025-02-03,On Hold,Negotiation
OPP-60428,SR-2049,Samantha Willis,Europe,Germany,Nicole Martin,Watkins LLC,CUST-10113,2025-05-22,2025-04-06,Open,Prospecting
OPP-60429,SR-2096,Anita Colon,North America,USA,Hailey Foster,Williams and Sons,CUST-10679,2025-04-18,2025-01-19,Negotiation,Proposal
OPP-60430,SR-2024,Diana Ryan,North America,Australia,Elijah Roth,Page-Warner,CUST-10257,2025-03-08,2025-03-24,Won,Proposal
OPP-60431,SR-2097,Michael Hunt,North America,Australia,Michael Castillo,Whitney-Hernandez,CUST-10798,2025-04-01,2025-03-21,Won,Negotiation
OPP-60432,SR-2009,Laurie Wilson,Asia-Pacific,Germany,Andrea Kirk,Murray LLC,CUST-10553,2025-06-22,2025-04-10,Won,Negotiation
OPP-60433,SR-2054,Kristine Perkins,Asia-Pacific,India,Rita Flores,Walker and Sons,CUST-10787,2025-07-31,2025-01-19,Negotiation,Qualification
OPP-60434,SR-2050,Dylan Leach,Middle East,Brazil,Cody Ray,West-Day,CUST-10242,2025-08-26,2025-08-15,Won,Closed Won
OPP-60435,SR-2034,Debbie Lawson,Middle East,Germany,Kim Harrison,"Baker, Ross and Singh",CUST-10110,2025-08-29,2025-03-12,Negotiation,Proposal
OPP-60436,SR-2012,Emily Blackburn,Latin America,Australia,Katelyn Gutierrez,Dixon and Sons,CUST-10232,2025-08-15,2025-02-12,Open,Proposal
OPP-60437,SR-2041,Lisa Fuller,Middle East,USA,Kelsey Hardy,Ross LLC,CUST-10212,2025-05-28,2025-08-31,Negotiation,Prospecting
OPP-60438,SR-2089,Thomas Simmons,Middle East,UK,Sean Cortez,"Kelly, Davis and Nolan",CUST-10402,2025-07-16,2025-03-15,Negotiation,Qualification
OPP-60439,SR-2091,Kathy Nichols,North America,India,Rachel Patel,Moreno Inc,CUST-10203,2025-08-06,2025-07-19,Won,Prospecting
OPP-60440,SR-2004,Michelle Lee,Europe,UAE,Eric Flores,Benitez and Sons,CUST-10975,2025-02-26,2025-01-23,Won,Proposal
OPP-60441,SR-2068,Tracy Rodriguez,Latin America,Brazil,Martha Gutierrez,Morales Inc,CUST-10113,2025-02-22,2025-01-26,On Hold,Closed Won
OPP-60442,SR-2011,Robert Thomas,Latin America,Germany,Mrs. Yvonne Larson DDS,Watson PLC,CUST-10866,2025-08-08,2025-06-29,Lost,Proposal
OPP-60443,SR-2007,Dennis Santana Jr.,Europe,Brazil,Steven Gutierrez,"Jennings, Lester and Brooks",CUST-10316,2025-01-19,2025-06-13,Open,Proposal
OPP-60444,SR-2093,Paula Flores,Europe,Brazil,Lisa Myers,Schroeder Group,CUST-10897,2025-07-06,2025-05-20,Won,Prospecting
OPP-60445,SR-2037,Gerald Turner,Latin America,UK,Nichole Bullock,Harrington Ltd,CUST-10856,2025-04-24,2025-06-02,Open,Qualification
OPP-60446,SR-2079,Michelle Woods,Middle East,USA,Rachel Delgado,Johnson PLC,CUST-10818,2025-06-09,2025-05-07,On Hold,Qualification
OPP-60447,SR-2044,Melissa Johnson,North America,UAE,Danny Stein,"Stephens, Smith and Ballard",CUST-10378,2025-04-15,2025-02-17,Open,Closed Won
OPP-60448,SR-2003,Michael Morales,Latin America,Australia,Amy Hamilton,"Brown, Lynch and Ritter",CUST-10125,2025-02-04,2025-02-13,Open,Closed Won
OPP-60449,SR-2046,Robert Johnson,Europe,UAE,Timothy Harrison,Martinez Ltd,CUST-10580,2025-05-23,2025-01-27,Won,Qualification
OPP-60450,SR-2071,Andrew Patterson,Europe,India,Timothy Obrien,King-Buchanan,CUST-10435,2025-07-01,2025-04-02,On Hold,Closed Won
OPP-60451,SR-2080,Catherine Hernandez,North America,UK,Regina Powers MD,"Velasquez, Willis and Parker",CUST-10634,2025-04-25,2025-03-04,On Hold,Proposal
OPP-60452,SR-2047,Roger Herman,Europe,USA,David Chen,Carter-Martin,CUST-10680,2025-02-14,2025-05-13,Won,Negotiation
OPP-60453,SR-2055,Jordan Gallagher,North America,Brazil,Karen Galloway,Lambert Inc,CUST-10043,2025-04-18,2025-06-25,Lost,Qualification
OPP-60454,SR-2003,Timothy Dougherty,Asia-Pacific,Brazil,Anthony Webb,Simpson-Peterson,CUST-10704,2025-05-29,2025-04-22,Won,Negotiation
OPP-60455,SR-2083,Joshua Lucas,Asia-Pacific,USA,Kathryn Downs,"Turner, Butler and Morgan",CUST-10389,2025-06-03,2025-05-04,Won,Negotiation
OPP-60456,SR-2064,Laurie Hill,Latin America,UAE,Isabel Anderson DVM,Davis Ltd,CUST-10505,2025-05-12,2025-08-12,On Hold,Closed Won
OPP-60457,SR-2035,Daniel Goodwin,Asia-Pacific,USA,Rachel Miles,"Fox, Johns and Deleon",CUST-10678,2025-03-02,2025-03-25,Won,Qualification
OPP-60458,SR-2065,Amy Johnson,Latin America,Brazil,Anna King,"Matthews, Bradley and Brady",CUST-10224,2025-07-23,2025-06-25,On Hold,Prospecting
OPP-60459,SR-2098,Shane Mitchell,Latin America,USA,Robert Mitchell,"Daniels, Hubbard and Sweeney",CUST-10539,2025-08-10,2025-08-08,Negotiation,Negotiation
OPP-60460,SR-2045,Kelly Patel,Europe,UK,Kenneth Patel,Tyler-Brown,CUST-10476,2025-04-23,2025-05-13,Lost,Qualification
OPP-60461,SR-2087,Robert Key,Latin America,Australia,Leslie Moore,"Mora, York and Johnson",CUST-10491,2025-03-16,2025-02-25,Negotiation,Qualification
OPP-60462,SR-2011,Juan Wright,Asia-Pacific,Germany,James Evans,"Kline, Kaiser and Garrett",CUST-10203,2025-03-16,2025-04-04,Negotiation,Proposal
OPP-60463,SR-2072,Robin Atkinson,Europe,Australia,Darrell Guzman,Fernandez LLC,CUST-10631,2025-03-20,2025-08-24,Won,Negotiation
OPP-60464,SR-2045,Melissa Ruiz,Asia-Pacific,UK,David Smith,Hernandez-Tucker,CUST-10558,2025-06-19,2025-06-12,Negotiation,Proposal
OPP-60465,SR-2078,Trevor Leon,North America,Germany,Nathan Medina,"Bonilla, Mullins and Lewis",CUST-10938,2025-01-22,2025-06-23,Open,Qualification
OPP-60466,SR-2020,Patricia White,Europe,UK,Brent Harper,Rodriguez Group,CUST-10911,2025-01-29,2025-06-10,Open,Proposal
OPP-60467,SR-2090,Leslie Davis,Europe,Australia,James Allen,"Valdez, Pittman and Gordon",CUST-10115,2025-02-27,2025-03-27,On Hold,Proposal
OPP-60468,SR-2088,Joanna Martin,Latin America,Australia,Rita Williams,"Robinson, Gamble and Palmer",CUST-10101,2025-02-07,2025-03-14,Lost,Prospecting
OPP-60469,SR-2058,Jessica Sanders,Europe,USA,Melissa Bennett,Perez LLC,CUST-10498,2025-05-02,2025-07-15,Open,Proposal
OPP-60470,SR-2077,Christopher Malone,Latin America,USA,Andrea Mills,Johnson Group,CUST-10990,2025-05-18,2025-02-21,Negotiation,Negotiation
OPP-60471,SR-2064,Lindsay Morrow,Latin America,UK,Steven Mcguire,Thomas Group,CUST-10318,2025-01-17,2025-04-01,On Hold,Proposal
OPP-60472,SR-2007,Alexander Nguyen,Asia-Pacific,USA,Kaitlyn Armstrong,Martin Inc,CUST-10194,2025-07-05,2025-07-16,On Hold,Closed Won
OPP-60473,SR-2006,Melissa Frazier,Latin America,Australia,Melissa Perez,Fisher LLC,CUST-10551,2025-04-09,2025-06-03,Negotiation,Prospecting
OPP-60474,SR-2032,Paul Meyer,North America,India,Patricia Medina,"Poole, Sutton and King",CUST-10666,2025-07-17,2025-05-04,Won,Qualification
OPP-60475,SR-2080,Donald Norris,North America,Germany,Anthony Rogers,Perez PLC,CUST-10026,2025-05-26,2025-08-01,Open,Negotiation
OPP-60476,SR-2022,Kelly Hays,Middle East,USA,Cassandra Reeves,Lee-Ashley,CUST-10074,2025-06-07,2025-01-08,Open,Prospecting
OPP-60477,SR-2055,Daniel Myers,Latin America,Germany,Anthony Dawson,"Esparza, Peterson and Campbell",CUST-10808,2025-05-18,2025-07-07,On Hold,Prospecting
OPP-60478,SR-2062,Travis Martin,Asia-Pacific,India,Jeremy Lloyd,Benson-Phillips,CUST-10848,2025-04-08,2025-04-12,Negotiation,Proposal
OPP-60479,SR-2019,Daniel Montgomery,Middle East,Germany,Keith Kelly,"Cain, Davis and Pratt",CUST-10909,2025-03-02,2025-03-17,Lost,Prospecting
OPP-60480,SR-2082,Leah Russell,North America,Brazil,Daniel Raymond,Bradley-Merritt,CUST-10280,2025-07-23,2025-07-06,Negotiation,Negotiation
OPP-60481,SR-2065,Tanya Gardner,Middle East,UAE,Paul Brown,Robbins-Cole,CUST-10872,2025-05-16,2025-01-10,Open,Qualification
OPP-60482,SR-2054,Jennifer Andrews,Latin America,Brazil,Karen Brown,Frank-Hodge,CUST-10383,2025-04-20,2025-02-05,Open,Prospecting
OPP-60483,SR-2087,Erica Lin,Asia-Pacific,USA,Laura Frost,Cortez-Moore,CUST-10957,2025-02-24,2025-07-20,Open,Prospecting
OPP-60484,SR-2093,Jenny Gillespie,Latin America,Australia,Lisa Ochoa,"Jones, Hardy and Harris",CUST-10850,2025-06-02,2025-08-25,Lost,Proposal
OPP-60485,SR-2001,Rodney Richardson,Asia-Pacific,USA,Debra Chavez,Webster Ltd,CUST-10774,2025-06-07,2025-08-22,Open,Closed Won
OPP-60486,SR-2030,Sara Green,Latin America,UK,Daniel Grimes,Dixon-Lewis,CUST-10083,2025-07-15,2025-03-30,Open,Qualification
OPP-60487,SR-2061,Brandi Boyer,Latin America,Germany,Erin Burch,Cooper Group,CUST-10825,2025-03-01,2025-04-01,Won,Proposal
OPP-60488,SR-2009,Matthew Yates,Latin America,India,Paula Suarez,Myers-Smith,CUST-10250,2025-07-08,2025-03-21,Open,Negotiation
OPP-60489,SR-2069,Mrs. Denise Arroyo,Middle East,USA,Timothy Allen,Lopez-Duran,CUST-10782,2025-01-13,2025-01-20,Lost,Closed Won
OPP-60490,SR-2057,Tamara Trujillo,Europe,UK,Veronica Mercado,Park PLC,CUST-10887,2025-08-28,2025-07-03,Negotiation,Negotiation
OPP-60491,SR-2083,Derek Garcia,Asia-Pacific,UAE,Brian Pugh,"Robinson, Gamble and Palmer",CUST-10175,2025-07-21,2025-04-12,Won,Qualification
OPP-60492,SR-2039,Debbie Johnson,Middle East,Germany,Amy Cox,Garcia Group,CUST-10623,2025-03-12,2025-06-11,Open,Prospecting
OPP-60493,SR-2076,Sergio Smith,Asia-Pacific,Australia,Donna Leonard,Williams PLC,CUST-10494,2025-03-04,2025-02-26,Won,Closed Won
OPP-60494,SR-2096,Michael Fitzgerald,Europe,Australia,Diamond Lee,Chan Ltd,CUST-10284,2025-06-24,2025-04-02,Open,Negotiation
OPP-60495,SR-2092,Lorraine Kelly,Latin America,UAE,Michael Wilson,Wilkins-Moore,CUST-10514,2025-07-07,2025-08-31,Lost,Qualification
OPP-60496,SR-2024,Nancy Lowe,North America,UAE,Jeffrey Jenkins,"Lopez, Bates and Phillips",CUST-10243,2025-03-11,2025-04-06,Won,Proposal
OPP-60497,SR-2058,Taylor Gamble,Europe,USA,Jodi Jacobs,"Anderson, Herrera and Welch",CUST-10972,2025-06-22,2025-02-28,Lost,Negotiation
OPP-60498,SR-2086,Emily Wood,Europe,Australia,Terry Rogers,Williamson Group,CUST-10014,2025-04-17,2025-07-25,Negotiation,Qualification
OPP-60499,SR-2092,Kimberly Stewart,Latin America,Brazil,Joseph Rodriguez,"James, Macias and Schneider",CUST-10022,2025-05-24,2025-03-12,On Hold,Proposal
OPP-60500,SR-2023,Beth Fox,Europe,UAE,Justin Acevedo,Dunn-Anderson,CUST-10087,2025-03-25,2025-05-26,On Hold,Closed Won
OPP-60501,SR-2091,Pamela Peterson,Latin America,UAE,Kara Pope,Morales Ltd,CUST-10268,2025-01-01,2025-07-09,Lost,Prospecting
OPP-60502,SR-2010,Walter Schmidt,Asia-Pacific,Brazil,Andrew Vega,"Morris, Tate and Woods",CUST-10405,2025-01-02,2025-02-21,Open,Negotiation
OPP-60503,SR-2052,Karla Sherman,Latin America,UK,Andrew Riley,Miller-Perez,CUST-10586,2025-05-04,2025-03-03,Lost,Negotiation
OPP-60504,SR-2008,Dr. Steven Blake,Europe,UAE,Frank Esparza,Anderson and Sons,CUST-10345,2025-01-23,2025-06-17,Negotiation,Qualification
OPP-60505,SR-2021,Nicholas Lucas,North America,Brazil,Daniel Thomas,Harris-Reed,CUST-10103,2025-02-28,2025-05-29,On Hold,Prospecting
OPP-60506,SR-2021,Destiny Morris,Europe,USA,Kyle Thomas,Barker-Fuentes,CUST-10303,2025-03-18,2025-08-15,Won,Proposal
OPP-60507,SR-2066,Miranda Johnson,Middle East,India,Daniel Medina,Jackson-Harmon,CUST-10150,2025-05-13,2025-05-12,Negotiation,Qualification
OPP-60508,SR-2060,Jeffrey Flores,Asia-Pacific,Brazil,Sarah Johnson,"Morris, Curtis and Turner",CUST-10395,2025-08-25,2025-01-02,Negotiation,Qualification
OPP-60509,SR-2083,Kathleen Bailey,Asia-Pacific,UK,Timothy Dudley,Douglas Ltd,CUST-10359,2025-06-20,2025-02-28,Negotiation,Closed Won
OPP-60510,SR-2074,Travis Lee,North America,Germany,Preston Esparza,"Aguirre, Schroeder and King",CUST-10183,2025-04-29,2025-06-30,On Hold,Proposal
OPP-60511,SR-2001,Adrienne Wilson,North America,USA,Angela Fields,"Mccann, Becker and Franklin",CUST-10959,2025-02-08,2025-08-05,On Hold,Closed Won
OPP-60512,SR-2031,Nicolas Lucas,Latin America,UAE,Heather Morrison,Case and Sons,CUST-10315,2025-06-07,2025-03-04,On Hold,Qualification
OPP-60513,SR-2005,Jonathan Spencer,Asia-Pacific,Australia,Sara Wood,Wilson-Long,CUST-10358,2025-08-29,2025-06-11,Won,Qualification
OPP-60514,SR-2001,Donna Anderson,Europe,UK,Ryan Krause,"Riley, Pena and Wells",CUST-10371,2025-02-23,2025-02-06,Negotiation,Closed Won
OPP-60515,SR-2049,Haley Thompson,Latin America,USA,Richard Washington,"Campbell, Brown and Odonnell",CUST-10397,2025-01-23,2025-07-02,Negotiation,Proposal
OPP-60516,SR-2039,Allen Martin,Asia-Pacific,Australia,John Henderson,Parker PLC,CUST-10447,2025-03-12,2025-06-29,Open,Negotiation
OPP-60517,SR-2065,Veronica Rodriguez,Middle East,UK,Joseph Bowman,Cole PLC,CUST-10452,2025-06-30,2025-01-21,Won,Closed Won
OPP-60518,SR-2018,Lauren Maldonado,Europe,Brazil,Kyle Johnson,"Spencer, Wiley and Martin",CUST-10294,2025-03-11,2025-07-08,Negotiation,Proposal
OPP-60519,SR-2011,Noah Cobb,Middle East,Australia,Michael Bailey,"Patel, Roberts and Hall",CUST-10181,2025-02-22,2025-07-13,Lost,Proposal
OPP-60520,SR-2019,Karen Cook,Europe,UK,Kathryn Cruz,Baird-Krause,CUST-10309,2025-03-05,2025-02-04,On Hold,Closed Won
