Expense ID,Expense Type,Expense Date,Cost / Expense ($),Contact ID,Contact Name,Customer Name,Department,Payment Method,Invoice Number,Approval Status
EXP-50396,Event Sponsorship,2025-08-25,6175,CUST-10430,Nicholas Rogers,"Williams, Pierce and Burke",Marketing,PayPal,INV-90396,Pending
EXP-50397,Software Subscription,2025-07-07,11674,CUST-10459,Vincent Daniels,Kennedy-Campbell,Sales,PayPal,INV-90397,Pending
EXP-50398,Office Supplies,2025-05-10,4921,CUST-10897,Tracy Harris,Landry and Sons,Operations,Credit Card,INV-90398,Pending
EXP-50399,Event Sponsorship,2025-05-20,13184,CUST-10329,Kyle Dickerson,Brown-Carroll,Finance,Cheque,INV-90399,Approved
EXP-50400,Office Supplies,2025-08-17,554,CUST-10663,Lindsey Wilson,Meyer-Frazier,Finance,Cheque,INV-90400,Rejected
EXP-50401,Office Supplies,2025-06-12,11614,CUST-10276,Anthony Barrett,Mcguire and Sons,IT,Cheque,INV-90401,Approved
EXP-50402,Software Subscription,2025-01-21,169,CUST-10995,Melissa Booker,"Franklin, Chung and Perez",Operations,Credit Card,INV-90402,Rejected
EXP-50403,Travel,2025-02-03,7293,CUST-10241,Tina Cohen,Dunn-Anderson,Finance,Bank Transfer,INV-90403,Approved
EXP-50404,Event Sponsorship,2025-07-19,11738,CUST-10274,Robin Graham,"Morris, Tate and Woods",IT,Direct Debit,INV-90404,Approved
EXP-50405,Marketing,2025-06-17,2531,CUST-10997,Elizabeth Miller,Cantrell-Martinez,IT,Direct Debit,INV-90405,Approved
EXP-50406,Office Supplies,2025-02-14,3069,CUST-10947,Rachel Fleming,Dennis-Duffy,Marketing,Bank Transfer,INV-90406,Approved
EXP-50407,Travel,2025-07-12,9476,CUST-10685,Elizabeth Blankenship DVM,Fisher PLC,IT,Bank Transfer,INV-90407,Approved
EXP-50408,Event Sponsorship,2025-01-16,9527,CUST-10499,Tina King,Lewis-Lopez,IT,Cheque,INV-90408,Approved
EXP-50409,Marketing,2025-04-23,11170,CUST-10171,Frederick Clark,Hubbard Group,Marketing,Direct Debit,INV-90409,Rejected
EXP-50410,Software Subscription,2025-02-01,15420,CUST-10433,Alexandra Doyle,Scott-Newman,Operations,Bank Transfer,INV-90410,Approved
EXP-50411,Travel,2025-05-18,7426,CUST-10288,Alyssa Russell,Nunez and Sons,Sales,PayPal,INV-90411,Pending
EXP-50412,Office Supplies,2025-08-06,1094,CUST-10346,Lisa Wong,Haney Inc,Sales,Direct Debit,INV-90412,Rejected
EXP-50413,Software Subscription,2025-02-20,4761,CUST-10753,Tracy Robertson,"Santiago, Hall and Lara",Finance,Cheque,INV-90413,Pending
EXP-50414,Marketing,2025-08-12,10201,CUST-10958,Mr. Mitchell Washington,Chavez-Hernandez,Finance,PayPal,INV-90414,Pending
EXP-50415,Software Subscription,2025-03-07,5485,CUST-10973,Tommy Joseph,Cook PLC,Operations,Cheque,INV-90415,Approved
EXP-50416,Software Subscription,2025-01-20,18962,CUST-10290,Lisa Harrington,"Aguilar, Love and Graham",IT,Credit Card,INV-90416,Rejected
EXP-50417,Marketing,2025-05-14,12335,CUST-10482,Austin Smith,Haney Inc,Finance,Credit Card,INV-90417,Pending
EXP-50418,Marketing,2025-08-08,16611,CUST-10042,Denise Long,"Carroll, Mendoza and Hoffman",Finance,PayPal,INV-90418,Approved
EXP-50419,Event Sponsorship,2025-07-17,1060,CUST-10847,Kaylee Stevens,Giles-Gallagher,Operations,Bank Transfer,INV-90419,Rejected
EXP-50420,Office Supplies,2025-04-25,5317,CUST-10447,Jason Bird,"Jones, Martinez and Evans",Sales,Bank Transfer,INV-90420,Rejected
EXP-50421,Office Supplies,2025-05-30,7679,CUST-10061,Danielle Barker,Watson-Gardner,Finance,PayPal,INV-90421,Pending
EXP-50422,Marketing,2025-08-12,11901,CUST-10623,Abigail Perry,Shaw-Perez,Marketing,Cheque,INV-90422,Pending
EXP-50423,Event Sponsorship,2025-06-17,817,CUST-10407,Richard Torres,"Shannon, Collins and Sutton",Finance,Cheque,INV-90423,Rejected
EXP-50424,Software Subscription,2025-05-29,15055,CUST-10802,Shane Lowery,Carter-Martin,Marketing,Direct Debit,INV-90424,Rejected
EXP-50425,Event Sponsorship,2025-07-19,16290,CUST-10141,Ryan Carrillo,Daniel LLC,Marketing,Cheque,INV-90425,Rejected
EXP-50426,Marketing,2025-07-17,10048,CUST-10260,Matthew Lee,Poole-Kelley,Marketing,Direct Debit,INV-90426,Rejected
EXP-50427,Marketing,2025-03-09,12943,CUST-10604,Olivia Mcdonald,Welch LLC,Operations,Direct Debit,INV-90427,Approved
EXP-50428,Travel,2025-04-27,15974,CUST-10442,Nicholas Gill,Torres Ltd,Operations,PayPal,INV-90428,Pending
EXP-50429,Event Sponsorship,2025-06-15,18286,CUST-10458,Erik Hoffman,"Duarte, Reese and Gonzalez",Finance,Cheque,INV-90429,Rejected
EXP-50430,Travel,2025-05-19,17556,CUST-10642,Jenny Smith,Schroeder Group,IT,PayPal,INV-90430,Pending
EXP-50431,Marketing,2025-02-02,2614,CUST-10509,Vanessa Lewis,"Ramirez, Gates and Stephenson",IT,PayPal,INV-90431,Approved
EXP-50432,Office Supplies,2025-06-09,18077,CUST-10229,Samantha Stewart,West-Day,Finance,Credit Card,INV-90432,Pending
EXP-50433,Travel,2025-03-17,4081,CUST-10277,Heather Hale,Johnson-Young,Sales,Direct Debit,INV-90433,Approved
EXP-50434,Software Subscription,2025-06-26,18676,CUST-10862,Ms. Jennifer Anderson,York-Ross,Sales,Credit Card,INV-90434,Rejected
EXP-50435,Travel,2025-01-06,13833,CUST-10946,Cassandra Thompson,Bush Inc,Finance,Cheque,INV-90435,Approved
EXP-50436,Event Sponsorship,2025-08-26,7698,CUST-10877,Jessica Mcmahon,"Clark, Ramirez and Chambers",Finance,Direct Debit,INV-90436,Rejected
EXP-50437,Travel,2025-05-20,3572,CUST-10653,Kristen Carter,"Gonzalez, Matthews and Hunter",Operations,PayPal,INV-90437,Approved
EXP-50438,Office Supplies,2025-03-06,4453,CUST-10193,Bryan Williams,Lewis-Anderson,IT,Credit Card,INV-90438,Pending
EXP-50439,Event Sponsorship,2025-05-17,7834,CUST-10737,Cynthia Miller,"Kelly, Yu and Juarez",Sales,Credit Card,INV-90439,Pending
EXP-50440,Marketing,2025-06-10,9750,CUST-10722,Carla Miles,Jones-Mays,IT,Credit Card,INV-90440,Rejected
EXP-50441,Office Supplies,2025-01-28,2787,CUST-10502,Crystal Payne,"Anderson, Mcgee and Yang",Sales,Cheque,INV-90441,Approved
EXP-50442,Office Supplies,2025-07-14,5931,CUST-10076,Brendan Andrade,Hart LLC,Finance,PayPal,INV-90442,Approved
EXP-50443,Office Supplies,2025-02-12,2511,CUST-10682,Denise Potts,"Ramirez, Lee and Rodriguez",Marketing,Direct Debit,INV-90443,Rejected
EXP-50444,Marketing,2025-03-06,4710,CUST-10632,Antonio Martinez,"Taylor, Thomas and Quinn",IT,PayPal,INV-90444,Pending
EXP-50445,Event Sponsorship,2025-01-14,12448,CUST-10529,Samuel Hughes,Moore Group,IT,Cheque,INV-90445,Pending
EXP-50446,Marketing,2025-01-09,5475,CUST-10605,Dylan Houston Jr.,Clark-Wall,Finance,Credit Card,INV-90446,Approved
EXP-50447,Travel,2025-08-24,16801,CUST-10251,Jason Harris,Brooks-Bolton,Operations,Cheque,INV-90447,Rejected
EXP-50448,Travel,2025-04-03,10698,CUST-10805,Crystal Taylor,"Evans, Olson and Allen",IT,PayPal,INV-90448,Approved
EXP-50449,Software Subscription,2025-02-11,14012,CUST-10571,Melissa Taylor,"Daniels, Hubbard and Sweeney",Finance,PayPal,INV-90449,Rejected
EXP-50450,Event Sponsorship,2025-04-25,17592,CUST-10759,Jonathan Manning,Harris-Brown,Sales,Credit Card,INV-90450,Approved
EXP-50451,Software Subscription,2025-03-31,2595,CUST-10090,Jason Martinez,"Green, Hudson and Lara",Operations,Cheque,INV-90451,Approved
EXP-50452,Marketing,2025-05-02,11774,CUST-10417,Gerald Gibson,Durham-Cantu,Operations,Bank Transfer,INV-90452,Rejected
EXP-50453,Travel,2025-06-08,7197,CUST-10957,Ashley Romero,Patterson-Dennis,Marketing,Direct Debit,INV-90453,Pending
EXP-50454,Office Supplies,2025-02-07,3420,CUST-10693,Tiffany Moreno,Baker Group,Sales,Direct Debit,INV-90454,Approved
EXP-50455,Event Sponsorship,2025-05-17,13973,CUST-10453,Alexis Wood,"Moore, Lopez and Gomez",Sales,PayPal,INV-90455,Rejected
EXP-50456,Event Sponsorship,2025-06-21,17426,CUST-10713,Joseph Santana,"Leonard, Smith and Davis",Finance,PayPal,INV-90456,Rejected
EXP-50457,Software Subscription,2025-05-13,3923,CUST-10978,Alex Herring,Davis Inc,Finance,Direct Debit,INV-90457,Approved
EXP-50458,Software Subscription,2025-08-10,7172,CUST-10642,Andrew Jones,"Gonzalez, Matthews and Hunter",Operations,Direct Debit,INV-90458,Approved
EXP-50459,Travel,2025-07-06,9798,CUST-10298,Melissa Rogers,Rush LLC,Finance,Bank Transfer,INV-90459,Approved
EXP-50460,Office Supplies,2025-08-21,6368,CUST-10036,Beverly Jones,"Crawford, Fernandez and Williams",Marketing,PayPal,INV-90460,Rejected
EXP-50461,Office Supplies,2025-05-24,16196,CUST-10919,Jennifer Kirby,"Reid, Hamilton and Evans",IT,Direct Debit,INV-90461,Pending
EXP-50462,Travel,2025-07-14,4911,CUST-10120,Brandon Hall,Hubbard Group,Finance,PayPal,INV-90462,Approved
EXP-50463,Office Supplies,2025-03-08,11715,CUST-10766,Jake Adams,"Murphy, Thompson and Reese",Marketing,Credit Card,INV-90463,Approved
EXP-50464,Office Supplies,2025-01-19,11323,CUST-10070,Loretta Murphy,Ellison-Coleman,Finance,Direct Debit,INV-90464,Rejected
EXP-50465,Office Supplies,2025-08-01,3521,CUST-10143,Monique Esparza,Villegas LLC,Finance,PayPal,INV-90465,Approved
EXP-50466,Office Supplies,2025-07-17,7290,CUST-10640,Jeffrey Hall,Walker and Sons,Operations,PayPal,INV-90466,Approved
EXP-50467,Event Sponsorship,2025-06-29,248,CUST-10097,David Henry,"Taylor, Thomas and Quinn",Sales,Bank Transfer,INV-90467,Approved
EXP-50468,Software Subscription,2025-08-27,14765,CUST-10084,Nancy Robinson,Woodward-Davis,Operations,Cheque,INV-90468,Pending
EXP-50469,Event Sponsorship,2025-08-25,5277,CUST-10416,Melissa Juarez,"Crawford, Hayes and Tapia",Sales,Direct Debit,INV-90469,Approved
EXP-50470,Office Supplies,2025-02-05,1898,CUST-10863,Kimberly Ponce,Rogers and Sons,IT,Cheque,INV-90470,Pending
EXP-50471,Event Sponsorship,2025-01-21,16177,CUST-10895,Adam Brandt,"Clark, Ramirez and Chambers",Finance,Credit Card,INV-90471,Approved
EXP-50472,Software Subscription,2025-05-16,13426,CUST-10458,Larry Boyle,Ramos Inc,Operations,Direct Debit,INV-90472,Approved
EXP-50473,Software Subscription,2025-06-26,8354,CUST-10761,Brett Singh,Lozano-Smith,Operations,Credit Card,INV-90473,Rejected
EXP-50474,Marketing,2025-08-15,7086,CUST-10850,Philip Leonard,Green-Hoffman,Operations,Credit Card,INV-90474,Pending
EXP-50475,Office Supplies,2025-05-29,13582,CUST-10349,Michael Walker,Schultz-Vargas,IT,Direct Debit,INV-90475,Rejected
EXP-50476,Software Subscription,2025-01-29,2430,CUST-10516,Cathy Johnson,Mcknight Group,Marketing,Credit Card,INV-90476,Rejected
EXP-50477,Event Sponsorship,2025-05-14,13249,CUST-10774,Lisa Lloyd,Drake-Parker,IT,Cheque,INV-90477,Approved
EXP-50478,Event Sponsorship,2025-06-02,11490,CUST-10145,Erin Jenkins,Faulkner-Frazier,Finance,PayPal,INV-90478,Rejected
EXP-50479,Office Supplies,2025-01-04,14686,CUST-10924,Jake Brown,Phillips Group,IT,Credit Card,INV-90479,Rejected
EXP-50480,Event Sponsorship,2025-08-11,3987,CUST-10780,Stephen Rodriguez,Moss LLC,Marketing,PayPal,INV-90480,Rejected
EXP-50481,Software Subscription,2025-07-06,2805,CUST-10211,Michael Wilson,Miller Inc,IT,Credit Card,INV-90481,Approved
EXP-50482,Marketing,2025-02-10,8350,CUST-10785,Michelle Love,White-Strong,Marketing,PayPal,INV-90482,Rejected
EXP-50483,Office Supplies,2025-03-12,17238,CUST-10795,Kristen Flores,Hood Inc,Marketing,PayPal,INV-90483,Pending
EXP-50484,Office Supplies,2025-06-30,11845,CUST-10380,Katie Daniel,"Nelson, Walker and Reyes",Operations,Cheque,INV-90484,Pending
EXP-50485,Software Subscription,2025-05-06,13053,CUST-10354,Nicole Nichols,Hicks PLC,Finance,Direct Debit,INV-90485,Rejected
EXP-50486,Marketing,2025-04-26,5973,CUST-10871,Nicholas Stone,Short Group,Operations,Credit Card,INV-90486,Rejected
EXP-50487,Office Supplies,2025-04-25,2940,CUST-10612,Linda Hurley,Singh-Miller,Operations,PayPal,INV-90487,Rejected
EXP-50488,Marketing,2025-01-20,12619,CUST-10793,Hector Schmitt,Burke Group,Operations,Cheque,INV-90488,Rejected
EXP-50489,Marketing,2025-04-18,10505,CUST-10264,Pamela Sullivan,Turner Inc,Sales,Credit Card,INV-90489,Approved
EXP-50490,Software Subscription,2025-06-16,12747,CUST-10654,Alexis Johnson,"Wilson, Ramirez and Lester",Operations,Credit Card,INV-90490,Pending
EXP-50491,Travel,2025-07-31,6642,CUST-10342,Steven Kaufman,Christensen Ltd,Finance,Direct Debit,INV-90491,Rejected
EXP-50492,Event Sponsorship,2025-08-25,2440,CUST-10779,Sierra Ross,"Cain, Davis and Pratt",Operations,PayPal,INV-90492,Pending
EXP-50493,Office Supplies,2025-04-01,19709,CUST-10900,Kristina Fuller,Humphrey and Sons,Marketing,Bank Transfer,INV-90493,Rejected
EXP-50494,Software Subscription,2025-03-25,14637,CUST-10916,Erika Wolf,Rush LLC,Operations,Cheque,INV-90494,Rejected
EXP-50495,Marketing,2025-02-11,14896,CUST-10869,Jared Herman,Cruz-Glover,Operations,PayPal,INV-90495,Rejected
EXP-50496,Travel,2025-01-24,15915,CUST-10611,Brandon Cochran,Leon and Sons,Operations,PayPal,INV-90496,Approved
EXP-50497,Travel,2025-07-02,10377,CUST-10873,Matthew Smith,Brennan-Brown,Operations,Credit Card,INV-90497,Approved
EXP-50498,Marketing,2025-02-16,16396,CUST-10851,Michael Ford,Garrett-Harrell,Operations,Direct Debit,INV-90498,Rejected
EXP-50499,Event Sponsorship,2025-05-31,918,CUST-10105,Scott Copeland,Flores-Townsend,Sales,Direct Debit,INV-90499,Approved
EXP-50500,Travel,2025-04-11,2313,CUST-10442,Travis Olson,Rose Inc,Sales,Direct Debit,INV-90500,Approved
EXP-50501,Software Subscription,2025-07-18,4693,CUST-10537,Barbara Turner,Johnson and Sons,IT,PayPal,INV-90501,Approved
EXP-50502,Software Subscription,2025-06-26,1501,CUST-10070,Samantha Douglas,Green-Erickson,Sales,Bank Transfer,INV-90502,Approved
EXP-50503,Event Sponsorship,2025-01-22,9512,CUST-10946,Gail Wilson,Underwood Group,IT,Bank Transfer,INV-90503,Pending
EXP-50504,Office Supplies,2025-04-09,5731,CUST-10118,Patricia Banks,Bennett-Costa,Sales,Cheque,INV-90504,Rejected
EXP-50505,Event Sponsorship,2025-02-08,6056,CUST-10467,Derrick Thomas,"Duncan, Powers and Thompson",Finance,Credit Card,INV-90505,Approved
EXP-50506,Software Subscription,2025-01-05,993,CUST-10986,Michael Novak,Myers Ltd,Sales,Bank Transfer,INV-90506,Approved
EXP-50507,Software Subscription,2025-03-03,10626,CUST-10772,Veronica Marshall,Bauer Inc,IT,PayPal,INV-90507,Approved
EXP-50508,Event Sponsorship,2025-05-27,5566,CUST-10182,Mary Guzman,"Thomas, Arnold and Morris",Operations,Bank Transfer,INV-90508,Pending
EXP-50509,Event Sponsorship,2025-01-31,19033,CUST-10838,Jessica Bowman PhD,"Bowman, Martin and Atkins",Sales,Cheque,INV-90509,Rejected
EXP-50510,Software Subscription,2025-06-10,2983,CUST-10496,Andrew Brown,Bowman-Sanders,Sales,Credit Card,INV-90510,Approved
EXP-50511,Travel,2025-06-19,6304,CUST-10162,John Conrad,Greene Group,Sales,Credit Card,INV-90511,Pending
EXP-50512,Marketing,2025-06-27,7685,CUST-10295,Michelle Ewing,"Berry, Howe and Rivera",Finance,Direct Debit,INV-90512,Pending
EXP-50513,Marketing,2025-07-18,17593,CUST-10795,Ricardo Warner,"Payne, Holland and White",Marketing,Direct Debit,INV-90513,Approved
EXP-50514,Software Subscription,2025-05-13,18653,CUST-10113,Melanie Payne,"Johnson, Harrison and Farrell",IT,Credit Card,INV-90514,Pending
EXP-50515,Software Subscription,2025-07-13,3465,CUST-10452,Kathleen Brown,Hodges-Kirk,Sales,Bank Transfer,INV-90515,Approved
EXP-50516,Office Supplies,2025-08-06,5161,CUST-10893,Nicholas Foster,Waters PLC,Marketing,PayPal,INV-90516,Rejected
EXP-50517,Marketing,2025-02-02,11989,CUST-10454,Christine Evans,"Torres, Hutchinson and Bailey",Operations,Credit Card,INV-90517,Pending
EXP-50518,Office Supplies,2025-05-01,16320,CUST-10982,Kristen Rogers,Santiago-Vasquez,IT,Cheque,INV-90518,Rejected
EXP-50519,Travel,2025-08-19,11099,CUST-10793,Juan Day,Salas-Bennett,Operations,Bank Transfer,INV-90519,Approved
EXP-50520,Event Sponsorship,2025-08-02,19531,CUST-10653,Nicholas Rivera,"Moore, Lopez and Gomez",Operations,Credit Card,INV-90520,Rejected
EXP-50521,Travel,2025-02-04,16398,CUST-10119,Brandon Shields,Conner Inc,Marketing,Bank Transfer,INV-90521,Pending
EXP-50522,Software Subscription,2025-02-08,9320,CUST-10250,Devin Phelps,Chandler Group,Sales,Direct Debit,INV-90522,Rejected
EXP-50523,Travel,2025-03-25,815,CUST-10905,Katrina Martin,Hall and Sons,Marketing,Direct Debit,INV-90523,Rejected
EXP-50524,Software Subscription,2025-06-28,7601,CUST-10863,Kristi Miller,"Benson, Bright and Sandoval",Sales,Credit Card,INV-90524,Approved
EXP-50525,Marketing,2025-02-13,13354,CUST-10466,Michelle Riley,"Baxter, Thomas and Cordova",Operations,Direct Debit,INV-90525,Rejected
EXP-50526,Event Sponsorship,2025-05-21,5177,CUST-10040,Richard Johnson,Morris-Mcclain,Finance,Cheque,INV-90526,Approved
EXP-50527,Travel,2025-04-25,4275,CUST-10638,Mark Green,"Keller, Nielsen and Martin",IT,Direct Debit,INV-90527,Approved
EXP-50528,Event Sponsorship,2025-08-01,3630,CUST-10644,Jay Acosta,Wolf Group,Operations,Credit Card,INV-90528,Approved
EXP-50529,Software Subscription,2025-08-21,12992,CUST-10321,Ryan Shaw,"Owens, Morrison and Clark",Operations,Direct Debit,INV-90529,Pending
EXP-50530,Marketing,2025-08-04,18174,CUST-10525,Erika Jordan,Jackson-Cooper,Marketing,Cheque,INV-90530,Pending
EXP-50531,Software Subscription,2025-07-07,19685,CUST-10465,Rachel Lee,"Hughes, Mills and Sullivan",Finance,Bank Transfer,INV-90531,Approved
EXP-50532,Software Subscription,2025-03-30,12411,CUST-10589,Casey Gentry,Mccoy Inc,Sales,Direct Debit,INV-90532,Approved
EXP-50533,Event Sponsorship,2025-04-09,8903,CUST-10284,Joseph Arias,Thomas Ltd,Marketing,Credit Card,INV-90533,Approved
EXP-50534,Event Sponsorship,2025-06-25,14242,CUST-10521,Veronica Torres,Brown-Lowe,Finance,Credit Card,INV-90534,Pending
EXP-50535,Travel,2025-04-23,11932,CUST-10695,Daniel Scott,Evans LLC,Marketing,Direct Debit,INV-90535,Pending
EXP-50536,Travel,2025-03-02,1530,CUST-10149,Richard Johnson MD,"Anderson, Mcgee and Yang",Finance,Bank Transfer,INV-90536,Pending
EXP-50537,Event Sponsorship,2025-04-19,9776,CUST-10865,Charles Jones,Arroyo PLC,IT,Credit Card,INV-90537,Rejected
EXP-50538,Marketing,2025-07-26,709,CUST-10748,Anthony Sims,Gross Ltd,Sales,Direct Debit,INV-90538,Pending
EXP-50539,Travel,2025-01-06,16467,CUST-10097,Christopher Meza,Trujillo-Daniel,Sales,Bank Transfer,INV-90539,Pending
EXP-50540,Travel,2025-04-12,9596,CUST-10321,Jessica Morton,Cooke-Mccarty,Operations,Bank Transfer,INV-90540,Pending
EXP-50541,Travel,2025-03-21,17342,CUST-10402,Mary Berry,Johnson PLC,IT,Bank Transfer,INV-90541,Rejected
EXP-50542,Travel,2025-01-01,14883,CUST-10126,Travis Adams,"Ward, Cruz and Ward",Finance,Bank Transfer,INV-90542,Approved
EXP-50543,Marketing,2025-05-16,12349,CUST-10184,John Wallace,Green Inc,Sales,Direct Debit,INV-90543,Approved
EXP-50544,Software Subscription,2025-05-04,678,CUST-10684,Christopher Beard,Cantrell-Martinez,Operations,Cheque,INV-90544,Rejected
EXP-50545,Software Subscription,2025-04-24,15134,CUST-10946,Jeffrey Hoffman,Schultz-Reyes,Finance,Bank Transfer,INV-90545,Pending
EXP-50546,Event Sponsorship,2025-04-04,12188,CUST-10291,Amy Smith,"Bartlett, Ross and Reynolds",Finance,Credit Card,INV-90546,Approved
EXP-50547,Office Supplies,2025-05-19,11547,CUST-10029,Johnathan Williams,"Reynolds, Joyce and Mercer",IT,Credit Card,INV-90547,Rejected
EXP-50548,Office Supplies,2025-08-26,4656,CUST-10536,April Adams,Weaver PLC,Operations,Bank Transfer,INV-90548,Rejected
EXP-50549,Software Subscription,2025-07-20,4419,CUST-10051,Cameron Murphy,Davis Inc,IT,Cheque,INV-90549,Approved
EXP-50550,Marketing,2025-01-09,8381,CUST-10860,Rebecca Walton,Shaw Inc,Sales,Cheque,INV-90550,Rejected
EXP-50551,Marketing,2025-06-20,6085,CUST-10462,Brandon Watts,"Cabrera, Walker and Davenport",Finance,PayPal,INV-90551,Approved
EXP-50552,Travel,2025-07-15,19775,CUST-10330,William Hendricks,"Martinez, Carpenter and Green",Marketing,Direct Debit,INV-90552,Approved
EXP-50553,Marketing,2025-05-12,16243,CUST-10081,Russell Lewis,"Wilkins, Odom and Harvey",Finance,PayPal,INV-90553,Rejected
EXP-50554,Marketing,2025-06-07,10370,CUST-10491,Mrs. Alyssa Webb,Powell-English,Sales,Credit Card,INV-90554,Pending
EXP-50555,Software Subscription,2025-03-28,5547,CUST-10707,William Mccullough,Booth-Morris,Sales,PayPal,INV-90555,Rejected
EXP-50556,Travel,2025-07-29,15669,CUST-10452,Joseph Cox,"Franklin, Rodriguez and Harris",Sales,Cheque,INV-90556,Approved
EXP-50557,Travel,2025-04-27,18821,CUST-10805,Katherine Ryan,Pierce Inc,IT,Bank Transfer,INV-90557,Pending
EXP-50558,Event Sponsorship,2025-02-20,18634,CUST-10503,Joshua Davies,"Carter, Turner and Wright",Operations,Cheque,INV-90558,Approved
EXP-50559,Software Subscription,2025-01-08,2902,CUST-10132,Traci Martin,Anderson Ltd,Sales,Direct Debit,INV-90559,Approved
EXP-50560,Event Sponsorship,2025-08-09,8558,CUST-10715,Connie Watkins,Miller PLC,Finance,Bank Transfer,INV-90560,Pending
EXP-50561,Travel,2025-01-24,19999,CUST-10286,Dan Mejia,Jimenez-Gaines,Marketing,Credit Card,INV-90561,Pending
EXP-50562,Software Subscription,2025-04-11,9124,CUST-10227,Paul Griffin,"Shannon, Collins and Sutton",Sales,Bank Transfer,INV-90562,Pending
EXP-50563,Marketing,2025-03-22,16495,CUST-10771,Keith Anderson,Mitchell-Parker,Sales,Bank Transfer,INV-90563,Approved
EXP-50564,Office Supplies,2025-07-13,19074,CUST-10735,John Vargas,Perkins-Powell,Sales,PayPal,INV-90564,Pending
EXP-50565,Office Supplies,2025-03-24,6513,CUST-10391,Erik Li,Mitchell-Parker,Operations,Direct Debit,INV-90565,Rejected
EXP-50566,Marketing,2025-06-13,5746,CUST-10723,Emily Ramirez,Grant-Lozano,Marketing,Credit Card,INV-90566,Approved
EXP-50567,Office Supplies,2025-08-29,18389,CUST-10286,Juan Cortez,Hampton and Sons,IT,PayPal,INV-90567,Pending
EXP-50568,Software Subscription,2025-07-08,4245,CUST-10778,Tara Rivera,Duncan Inc,IT,Bank Transfer,INV-90568,Pending
EXP-50569,Software Subscription,2025-07-28,17400,CUST-10509,Jennifer Mullins,Murray LLC,IT,PayPal,INV-90569,Approved
EXP-50570,Marketing,2025-06-24,4869,CUST-10670,Kimberly Bell,"Cortez, Kramer and Graham",Finance,Bank Transfer,INV-90570,Rejected
EXP-50571,Software Subscription,2025-02-10,770,CUST-10058,Carolyn Doyle,"Hughes, Watts and Arnold",Operations,Direct Debit,INV-90571,Rejected
EXP-50572,Event Sponsorship,2025-07-05,14930,CUST-10466,Sara Zimmerman,Cox-Owen,Sales,PayPal,INV-90572,Pending
EXP-50573,Event Sponsorship,2025-01-09,16198,CUST-10314,Elizabeth Garza,"Keith, Burke and Rogers",IT,PayPal,INV-90573,Approved
EXP-50574,Travel,2025-05-18,11944,CUST-10708,Connie Walker,"Carter, Turner and Wright",Marketing,Bank Transfer,INV-90574,Pending
EXP-50575,Software Subscription,2025-07-21,7745,CUST-10983,Edward Wilkins,Evans-Mora,Operations,Credit Card,INV-90575,Pending
EXP-50576,Office Supplies,2025-03-13,11832,CUST-10211,Matthew Perkins,Mason Ltd,Operations,Cheque,INV-90576,Rejected
EXP-50577,Event Sponsorship,2025-02-21,9146,CUST-10690,Edward Cobb,Cline-Acevedo,IT,Credit Card,INV-90577,Pending
EXP-50578,Event Sponsorship,2025-06-21,1519,CUST-10759,Robert Norris,"Rios, Vang and Martinez",Operations,Cheque,INV-90578,Approved
EXP-50579,Software Subscription,2025-07-01,4933,CUST-10221,Emily Sanders,Hall and Sons,Finance,PayPal,INV-90579,Approved
EXP-50580,Software Subscription,2025-05-21,16081,CUST-10441,Renee Barr,Webster Ltd,Sales,PayPal,INV-90580,Rejected
EXP-50581,Office Supplies,2025-01-13,13699,CUST-10917,John Wagner,Schultz-Cole,Finance,Credit Card,INV-90581,Pending
EXP-50582,Marketing,2025-03-24,3592,CUST-10427,Taylor Mendez,Crane-Cole,Marketing,PayPal,INV-90582,Pending
EXP-50583,Travel,2025-06-01,9323,CUST-10522,Christy Butler,"Meyers, King and Munoz",Operations,Credit Card,INV-90583,Rejected
EXP-50584,Marketing,2025-08-23,8996,CUST-10088,Beth Fry,Brennan Group,IT,Credit Card,INV-90584,Rejected
EXP-50585,Software Subscription,2025-04-19,4860,CUST-10972,Karen Nelson,Moreno and Sons,Marketing,Cheque,INV-90585,Rejected
EXP-50586,Software Subscription,2025-02-05,9511,CUST-10293,Michelle Gardner,Powell-Benitez,Marketing,Direct Debit,INV-90586,Approved
EXP-50587,Travel,2025-07-17,9174,CUST-10549,Timothy Reid,Riggs-Hawkins,IT,Bank Transfer,INV-90587,Approved
EXP-50588,Travel,2025-06-30,4024,CUST-10440,Tristan Massey,"Simpson, Elliott and Wolfe",Marketing,PayPal,INV-90588,Rejected
EXP-50589,Office Supplies,2025-04-03,12284,CUST-10690,Allison Larsen,French Group,Sales,Cheque,INV-90589,Pending
EXP-50590,Travel,2025-04-29,6251,CUST-10549,Lisa Sanchez,Reyes-Gordon,IT,Credit Card,INV-90590,Pending
EXP-50591,Travel,2025-02-01,5936,CUST-10271,Shannon Young,"Murphy, Sanchez and Perez",Sales,Cheque,INV-90591,Pending
EXP-50592,Marketing,2025-01-18,1276,CUST-10233,Michele Hunter,Powell-English,Marketing,Cheque,INV-90592,Approved
EXP-50593,Office Supplies,2025-05-03,11190,CUST-10208,Andres Brewer,Silva PLC,Finance,Bank Transfer,INV-90593,Rejected
EXP-50594,Software Subscription,2025-04-29,11288,CUST-10760,Jennifer Navarro,Cunningham PLC,IT,PayPal,INV-90594,Approved
